Age;Inches;Weight;GP;MIN;REB;OREB;DREB;BLK;PF;PFD;DIST_MILES;DIST_MILES_OFF;DIST_MILES_DEF;AVG_SPEED;AVG_SPEED_OFF;AVG_SPEED_DEF;CONTESTED_SHOTS;CONTESTED_SHOTS_2PT;CONTESTED_SHOTS_3PT;BOX_OUTS;OFF_BOXOUTS;DEF_BOXOUTS;DEFLECTIONS;CHARGES_DRAWN;target
25;87;265;2;13.8;5.5;2.0;3.5;3.0;1.5;1.0;0.89;0.49;0.41;3.91;4.07;3.74;7.5;7.5;0.0;0.0;0.0;0.0;0.0;0.0;1
23;76;185;82;29.4;4.7;1.1;3.6;0.5;2.2;2.3;2.15;1.1;1.05;4.42;4.71;4.15;6.73;3.8;2.93;0.0;0.0;0.0;2.63;0.0;0
29;79;215;2;11.6;3.0;1.5;1.5;0.0;1.0;1.0;0.81;0.41;0.4;4.17;4.36;3.99;1.5;1.5;0.0;0.0;0.0;0.0;1.5;0.0;0
21;77;200;55;25.6;3.2;0.5;2.7;0.2;1.7;2.2;1.88;1.05;0.82;4.41;4.92;3.89;5.04;2.78;2.25;0.0;0.0;0.0;1.16;0.02;1
25;83;245;72;21.3;6.7;2.7;4.0;0.5;2.1;3.3;1.47;0.76;0.71;4.17;4.38;3.98;7.35;5.82;1.53;0.0;0.0;0.0;0.99;0.0;0
27;73;205;66;33.0;4.8;0.8;4.1;0.5;2.5;4.9;2.34;1.24;1.1;4.27;4.63;3.92;7.06;4.36;2.7;0.0;0.0;0.0;2.76;0.17;0
28;76;215;75;31.0;2.7;0.4;2.3;0.5;2.0;2.0;2.06;1.06;1.0;4.0;4.34;3.69;5.53;2.79;2.75;0.0;0.0;0.0;1.24;0.04;1
30;82;235;82;26.1;5.9;1.4;4.5;0.3;2.6;2.8;1.84;1.0;0.84;4.24;4.69;3.8;5.98;3.85;2.12;0.0;0.0;0.0;1.93;0.44;0
24;79;205;68;32.8;3.1;0.6;2.4;0.1;2.6;3.1;2.35;1.25;1.1;4.31;4.67;3.97;5.16;2.66;2.5;0.0;0.0;0.0;2.01;0.06;1
28;79;220;65;25.5;3.8;0.6;3.2;0.4;1.9;1.5;1.8;0.99;0.81;4.24;4.57;3.89;6.98;3.91;3.08;0.0;0.0;0.0;1.62;0.02;1
24;84;240;75;26.1;4.5;0.8;3.7;0.5;1.9;1.5;1.89;1.08;0.81;4.36;4.87;3.82;8.89;6.25;2.64;0.0;0.0;0.0;1.13;0.07;1
23;72;195;37;7.9;1.1;0.1;1.0;0.1;1.0;0.5;0.62;0.32;0.3;4.6;4.81;4.43;1.3;0.68;0.62;0.0;0.0;0.0;1.0;0.0;0
31;78;195;65;26.6;2.8;0.5;2.3;0.4;2.2;1.4;1.89;1.01;0.88;4.27;4.52;4.02;7.25;3.28;3.97;0.0;0.0;0.0;2.62;0.05;0
22;76;210;57;31.3;3.1;0.8;2.3;0.1;1.6;1.7;2.16;1.16;1.0;4.17;4.46;3.86;4.7;2.25;2.46;0.0;0.0;0.0;2.81;0.0;1
32;76;210;2;9.2;0.5;0.0;0.5;0.0;0.5;1.0;0.63;0.34;0.3;4.26;4.98;3.65;0.5;0.0;0.5;0.0;0.0;0.0;0.0;0.0;1
24;75;190;6;16.5;2.0;0.0;2.0;0.7;1.5;0.8;1.31;0.69;0.62;4.73;4.95;4.51;3.5;2.17;1.33;0.0;0.0;0.0;1.33;0.0;0
31;75;188;49;31.5;3.4;0.5;2.9;0.2;2.3;3.8;2.14;1.18;0.95;4.08;4.3;3.81;7.18;4.06;3.12;0.0;0.0;0.0;2.08;0.12;1
24;80;230;23;4.0;0.7;0.1;0.7;0.0;0.3;0.1;0.3;0.16;0.14;4.48;4.86;4.11;1.0;0.57;0.43;0.0;0.0;0.0;0.26;0.04;1
19;85;240;22;16.1;3.9;1.1;2.8;0.8;2.0;0.9;1.13;0.6;0.53;4.2;4.5;3.9;7.05;6.09;0.95;0.0;0.0;0.0;0.18;0.0;1
31;79;205;47;11.4;1.8;0.3;1.4;0.1;1.0;0.5;0.83;0.44;0.39;4.4;4.68;4.12;3.19;1.68;1.51;0.0;0.0;0.0;0.51;0.0;1
29;77;215;72;23.2;2.6;0.5;2.1;0.2;1.8;1.9;1.75;0.98;0.77;4.55;5.01;4.06;4.63;2.31;2.32;0.0;0.0;0.0;1.18;0.1;0
22;83;222;80;35.6;8.8;1.8;7.0;1.9;3.1;5.9;2.41;1.29;1.12;4.08;4.46;3.71;9.98;6.6;3.38;0.0;0.0;0.0;2.73;0.03;0
23;78;222;69;20.7;3.6;0.8;2.7;0.3;0.9;1.0;1.53;0.81;0.72;4.49;4.73;4.24;5.26;2.88;2.38;0.0;0.0;0.0;1.04;0.01;0
31;75;190;73;33.7;3.8;0.8;3.0;0.2;2.7;3.7;2.47;1.39;1.08;4.41;4.82;3.97;6.12;3.86;2.26;0.0;0.0;0.0;2.04;0.05;1
27;80;226;73;34.5;5.4;0.7;4.7;0.3;1.6;4.3;2.42;1.37;1.05;4.22;4.6;3.81;5.62;3.82;1.79;0.0;0.0;0.0;1.74;0.01;1
27;83;240;82;32.4;7.9;2.3;5.6;1.2;3.1;2.0;2.21;1.18;1.03;4.11;4.29;3.92;13.26;10.41;2.84;0.0;0.0;0.0;2.6;0.26;0
27;83;265;81;22.5;6.6;2.1;4.5;0.5;2.1;2.8;1.49;0.74;0.75;3.98;3.98;3.97;6.77;5.49;1.27;0.0;0.0;0.0;2.16;0.22;0
30;78;217;3;12.9;0.7;0.0;0.7;0.3;2.0;0.3;0.94;0.55;0.39;4.37;4.58;4.12;2.0;1.67;0.33;0.0;0.0;0.0;0.33;0.0;1
25;80;225;79;35.5;5.0;1.2;3.8;0.2;1.6;3.4;2.52;1.4;1.12;4.28;4.52;4.0;8.57;5.43;3.14;0.0;0.0;0.0;1.71;0.0;0
28;84;265;77;32.6;14.1;3.8;10.3;2.1;2.9;4.0;2.08;1.1;0.98;3.83;3.91;3.74;11.14;9.79;1.35;0.0;0.0;0.0;1.52;0.01;1
20;83;245;19;7.7;2.2;0.4;1.7;0.1;0.3;0.4;0.58;0.32;0.26;4.56;4.94;4.17;2.74;1.32;1.42;0.0;0.0;0.0;0.11;0.0;1
26;80;206;40;18.8;2.8;0.5;2.3;0.2;1.7;0.6;1.36;0.73;0.63;4.37;4.61;4.12;4.03;2.35;1.68;0.0;0.0;0.0;0.95;0.0;0
26;75;175;77;14.8;1.6;0.3;1.3;0.1;1.0;0.7;1.1;0.6;0.5;4.5;4.96;4.05;2.79;1.32;1.47;0.0;0.0;0.0;0.99;0.0;1
30;83;262;31;17.9;4.8;1.5;3.3;0.8;2.9;1.9;1.22;0.63;0.59;4.13;4.37;3.9;8.13;6.55;1.58;0.0;0.0;0.0;2.29;0.06;1
27;77;220;76;25.5;2.9;0.5;2.4;0.4;2.0;1.4;1.79;0.93;0.86;4.21;4.34;4.09;5.46;2.8;2.66;0.0;0.0;0.0;1.89;0.0;1
26;72;201;39;15.2;1.3;0.2;1.1;0.0;0.9;0.8;1.08;0.55;0.54;4.29;4.38;4.21;2.21;1.21;1.0;0.0;0.0;0.0;0.92;0.05;0
22;75;170;4;13.0;0.8;0.3;0.5;0.3;1.5;1.0;0.91;0.47;0.44;4.28;4.41;4.16;2.5;1.5;1.0;0.0;0.0;0.0;0.25;0.0;0
28;69;185;76;33.8;2.7;0.6;2.1;0.2;2.2;6.3;2.33;1.28;1.05;4.14;4.6;3.68;4.97;2.57;2.41;0.0;0.0;0.0;1.54;0.05;1
22;76;213;73;22.5;2.5;0.4;2.1;0.5;2.4;1.6;1.66;0.87;0.79;4.43;4.83;4.07;6.03;3.73;2.3;0.0;0.0;0.0;1.53;0.16;1
28;72;175;81;24.1;2.9;0.3;2.6;0.4;1.6;1.4;1.84;1.05;0.79;4.58;5.21;3.95;5.23;3.27;1.96;0.0;0.0;0.0;1.52;0.1;0
20;85;240;38;16.0;4.2;1.1;3.1;0.9;1.7;1.3;1.13;0.62;0.52;4.26;4.66;3.86;8.5;7.18;1.32;0.0;0.0;0.0;0.58;0.0;1
33;72;185;35;22.0;2.4;0.3;2.1;0.0;0.9;2.1;1.51;0.86;0.65;4.12;4.52;3.68;2.77;1.23;1.54;0.0;0.0;0.0;0.51;0.06;1
33;76;190;78;28.2;2.2;0.1;2.1;0.2;1.6;2.1;2.11;1.16;0.95;4.5;4.92;4.08;4.29;2.74;1.55;0.0;0.0;0.0;1.38;0.08;1
31;78;225;41;29.0;2.8;0.4;2.3;0.3;1.9;0.8;1.93;1.01;0.92;4.0;4.1;3.89;5.32;2.51;2.8;0.0;0.0;0.0;2.07;0.05;1
27;81;227;77;27.3;7.1;2.2;4.9;0.4;3.2;2.0;1.92;1.03;0.89;4.24;4.41;4.06;7.45;4.35;3.1;0.0;0.0;0.0;1.47;0.16;0
29;84;270;77;9.6;3.2;1.3;1.9;0.9;1.4;1.1;0.68;0.35;0.33;4.28;4.65;3.97;5.08;4.23;0.84;0.0;0.0;0.0;0.34;0.0;1
22;80;250;51;33.9;6.2;1.5;4.6;0.4;2.2;3.1;2.44;1.28;1.16;4.34;4.7;4.01;9.27;4.61;4.67;0.0;0.0;0.0;2.04;0.0;0
26;78;235;72;32.4;5.8;0.7;5.1;0.3;2.2;2.2;2.24;1.18;1.06;4.15;4.43;3.88;7.11;3.51;3.6;0.0;0.0;0.0;2.47;0.06;1
21;83;275;50;22.7;4.8;1.6;3.2;1.0;2.4;2.8;1.58;0.86;0.72;4.19;4.33;4.03;10.14;8.72;1.42;0.0;0.0;0.0;0.7;0.02;1
23;81;210;35;7.1;0.7;0.2;0.5;0.1;0.6;0.3;0.52;0.3;0.23;4.43;4.88;3.95;1.34;0.74;0.6;0.0;0.0;0.0;0.51;0.03;0
21;84;230;54;11.6;3.1;1.4;1.6;0.4;2.1;0.9;0.87;0.46;0.41;4.47;4.66;4.28;4.22;3.61;0.61;0.0;0.0;0.0;0.7;0.02;0
37;77;195;82;26.3;1.6;0.2;1.4;0.2;1.4;2.0;1.75;0.95;0.81;4.0;4.19;3.79;2.57;1.4;1.17;0.0;0.0;0.0;1.48;0.0;1
20;76;207;82;21.5;2.6;0.5;2.1;0.3;1.5;1.3;1.65;0.9;0.75;4.6;5.06;4.15;5.6;3.34;2.26;0.0;0.0;0.0;1.15;0.06;0
35;72;190;75;27.3;2.6;0.4;2.2;0.1;2.6;1.0;1.8;1.0;0.8;3.96;4.37;3.54;4.68;2.52;2.16;0.0;0.0;0.0;1.21;0.07;1
26;79;210;64;23.4;4.0;1.1;3.0;0.3;2.6;1.4;1.69;0.91;0.78;4.34;4.44;4.22;5.52;3.11;2.41;0.0;0.0;0.0;1.48;0.03;0
27;77;220;81;36.4;8.1;1.2;7.0;0.5;2.7;6.2;2.25;1.18;1.07;3.72;4.07;3.4;8.22;4.54;3.68;0.0;0.0;0.0;2.93;0.11;0
30;81;250;76;27.4;4.9;0.9;4.1;1.1;2.6;2.1;1.94;1.09;0.85;4.25;4.65;3.84;9.28;6.08;3.2;0.0;0.0;0.0;2.17;0.05;1
36;80;218;48;7.9;0.8;0.1;0.7;0.2;0.8;0.4;0.55;0.3;0.25;4.17;4.54;3.8;1.69;1.02;0.67;0.0;0.0;0.0;0.29;0.02;0
24;81;240;52;8.8;1.8;0.7;1.1;0.6;0.9;0.6;0.66;0.34;0.32;4.5;4.72;4.29;3.88;2.96;0.92;0.0;0.0;0.0;0.56;0.02;1
21;78;215;29;7.6;0.9;0.2;0.7;0.1;0.5;0.3;0.55;0.29;0.26;4.36;4.52;4.2;1.69;0.59;1.1;0.0;0.0;0.0;0.45;0.0;1
31;79;225;64;21.3;3.5;0.5;3.0;0.3;2.4;1.2;1.45;0.8;0.66;4.13;4.65;3.62;6.47;4.47;2.0;0.0;0.0;0.0;1.5;0.22;0
25;81;260;11;10.7;2.5;0.9;1.5;0.1;1.5;0.8;0.71;0.39;0.33;3.98;4.08;3.98;4.18;3.18;1.0;0.0;0.0;0.0;0.82;0.0;1
25;79;218;5;12.5;1.4;0.2;1.2;0.0;0.2;1.2;0.92;0.49;0.43;4.45;4.81;4.11;3.8;2.0;1.8;0.0;0.0;0.0;0.4;0.0;1
23;82;239;42;13.3;3.9;1.0;2.9;0.2;2.2;0.9;1.0;0.54;0.46;4.52;4.8;4.24;4.1;2.76;1.33;0.0;0.0;0.0;0.83;0.1;1
23;81;255;2;3.3;1.0;0.5;0.5;0.0;1.5;0.5;0.21;0.1;0.12;3.69;4.63;3.06;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1
33;75;200;2;16.5;0.0;0.0;0.0;0.0;2.0;1.0;1.1;0.58;0.53;3.99;4.55;3.83;4.5;3.0;1.5;0.0;0.0;0.0;1.5;0.5;1
24;81;221;9;12.7;2.4;0.9;1.6;0.4;0.9;0.6;0.9;0.48;0.43;4.24;4.55;3.94;3.33;1.56;1.78;0.0;0.0;0.0;0.89;0.0;0
31;84;240;74;14.4;3.5;0.9;2.6;0.7;2.3;0.8;1.05;0.56;0.49;4.38;4.68;4.09;6.18;4.5;1.68;0.0;0.0;0.0;0.57;0.03;0
39;74;185;74;18.4;1.4;0.2;1.2;0.3;1.3;0.4;1.32;0.69;0.64;4.31;4.56;4.07;4.05;1.73;2.32;0.0;0.0;0.0;1.16;0.0;1
20;79;225;78;17.2;2.8;0.6;2.2;0.2;1.8;1.3;1.28;0.67;0.61;4.47;4.74;4.2;4.1;2.32;1.78;0.0;0.0;0.0;1.0;0.0;0
30;81;235;69;22.2;3.1;0.6;2.5;0.2;1.5;2.1;1.45;0.76;0.7;3.96;4.15;3.77;6.36;3.77;2.59;0.0;0.0;0.0;1.03;0.09;1
29;74;186;82;32.4;4.0;0.4;3.6;0.4;2.0;4.2;2.11;1.12;0.99;3.9;4.2;3.6;5.91;2.99;2.93;0.0;0.0;0.0;2.61;0.16;0
27;84;231;51;8.5;2.4;1.0;1.4;0.6;1.0;0.7;0.61;0.35;0.27;4.34;4.63;4.01;5.08;4.61;0.47;0.0;0.0;0.0;0.43;0.0;0
23;81;210;80;19.1;2.6;0.5;2.1;1.0;1.9;1.3;1.37;0.72;0.65;4.31;4.64;4.0;5.79;4.04;1.75;0.0;0.0;0.0;0.96;0.06;0
25;77;185;62;18.4;4.3;0.5;3.8;0.4;1.6;1.8;1.35;0.74;0.61;4.42;4.69;4.15;4.94;2.5;2.44;0.0;0.0;0.0;1.03;0.03;1
28;75;200;36;24.5;3.8;0.3;3.4;0.4;2.2;3.8;1.8;0.98;0.82;4.41;4.97;3.88;6.53;4.81;1.72;0.0;0.0;0.0;2.0;0.22;1
24;76;198;63;16.3;1.8;0.3;1.5;0.1;1.5;1.0;1.15;0.6;0.55;4.25;4.36;4.11;3.59;1.97;1.62;0.0;0.0;0.0;1.3;0.03;1
28;75;200;3;23.8;4.0;1.0;3.0;0.0;1.3;2.3;1.7;0.97;0.73;4.28;4.77;3.77;3.33;2.33;1.0;0.0;0.0;0.0;0.67;0.0;1
27;79;231;76;37.0;6.2;1.7;4.5;0.4;1.5;6.5;2.6;1.41;1.19;4.23;4.47;3.96;5.54;2.92;2.62;0.0;0.0;0.0;3.59;0.09;0
32;83;230;46;22.1;8.8;3.5;5.2;0.8;2.8;1.8;1.61;0.87;0.74;4.39;4.71;4.06;8.02;6.7;1.33;0.0;0.0;0.0;1.15;0.04;1
29;76;210;36;20.5;2.1;0.1;2.0;0.1;1.1;1.6;1.49;0.8;0.69;4.38;4.74;4.02;3.92;2.03;1.89;0.0;0.0;0.0;1.78;0.08;1
25;78;219;52;21.9;2.8;0.3;2.5;0.2;2.3;0.9;1.69;0.92;0.77;4.65;5.19;4.14;6.0;3.73;2.27;0.0;0.0;0.0;0.96;0.0;0
29;80;226;82;24.1;3.2;0.3;2.9;0.1;2.0;1.0;1.67;0.9;0.77;4.16;4.33;3.98;4.28;2.01;2.27;0.0;0.0;0.0;2.27;0.0;0
36;79;240;78;23.6;3.1;0.4;2.7;0.2;1.2;0.8;1.59;0.89;0.69;4.04;4.38;3.67;4.33;1.95;2.38;0.0;0.0;0.0;0.9;0.0;0
25;74;180;33;4.1;0.5;0.0;0.5;0.0;0.2;0.4;0.31;0.18;0.14;4.54;4.89;4.17;0.67;0.36;0.3;0.0;0.0;0.0;0.33;0.03;0
34;81;245;19;6.4;1.6;0.4;1.2;0.3;0.6;0.3;0.46;0.26;0.21;4.33;4.52;4.22;2.74;2.42;0.32;0.0;0.0;0.0;0.21;0.11;0
23;81;235;12;4.4;1.4;0.3;1.1;0.2;0.1;0.3;0.31;0.18;0.14;4.34;4.59;3.82;1.75;1.42;0.33;0.0;0.0;0.0;0.08;0.0;0
23;84;250;31;25.4;7.8;2.0;5.9;2.5;3.6;7.1;1.75;0.93;0.82;4.15;4.46;3.85;12.16;10.29;1.87;0.0;0.0;0.0;2.0;0.03;1
25;83;220;70;14.0;3.6;1.0;2.6;0.1;1.2;1.0;0.98;0.52;0.45;4.19;4.52;3.88;4.03;2.8;1.23;0.0;0.0;0.0;0.5;0.13;1
26;83;229;58;19.4;5.1;1.6;3.5;1.3;2.6;1.8;1.32;0.67;0.65;4.12;4.28;3.97;8.12;6.91;1.21;0.0;0.0;0.0;1.19;0.02;0
26;76;215;4;3.2;0.3;0.0;0.3;0.0;0.0;0.3;0.23;0.1;0.12;4.17;4.63;3.87;0.5;0.25;0.25;0.0;0.0;0.0;0.0;0.0;1
34;71;166;5;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.15;0.09;0.06;3.94;4.01;3.84;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;1
26;76;210;78;36.4;4.2;0.8;3.4;0.6;1.9;5.3;2.29;1.19;1.1;3.79;4.07;3.52;5.51;3.6;1.91;0.0;0.0;0.0;3.9;0.06;1
24;81;257;11;7.3;1.7;0.8;0.9;0.1;0.9;0.4;0.51;0.27;0.23;4.17;4.52;3.82;1.45;1.09;0.36;0.0;0.0;0.0;0.18;0.0;0
28;82;228;75;25.9;5.4;1.4;4.0;0.3;1.9;1.3;1.92;1.03;0.89;4.44;4.81;4.09;8.29;6.13;2.16;0.0;0.0;0.0;0.8;0.01;1
30;82;231;78;15.8;3.5;0.8;2.7;0.2;1.6;0.6;1.14;0.62;0.52;4.34;4.68;3.99;4.6;3.23;1.37;0.0;0.0;0.0;0.73;0.08;1
25;84;255;80;25.8;9.5;2.8;6.7;0.8;2.7;2.8;1.76;0.94;0.82;4.1;4.25;3.94;9.99;8.93;1.06;0.0;0.0;0.0;0.86;0.03;1
29;74;185;17;13.6;1.3;0.1;1.2;0.0;1.2;1.4;0.99;0.56;0.43;4.4;4.89;3.89;2.41;0.88;1.53;0.0;0.0;0.0;0.71;0.12;0
27;78;195;78;17.9;2.1;0.3;1.8;0.3;1.9;1.4;1.28;0.7;0.58;4.31;4.64;3.97;3.18;1.69;1.49;0.0;0.0;0.0;1.15;0.1;1
25;77;194;82;29.2;3.0;0.6;2.4;0.1;1.8;1.8;2.12;1.13;0.99;4.35;4.68;4.03;5.72;2.83;2.89;0.0;0.0;0.0;1.95;0.01;0
28;77;195;19;23.3;1.8;0.2;1.6;0.1;1.6;1.2;1.55;0.81;0.74;4.0;4.31;3.71;3.05;1.53;1.53;0.0;0.0;0.0;1.26;0.0;0
30;74;180;2;17.7;1.5;0.5;1.0;0.0;0.5;0.5;1.28;0.72;0.56;4.41;4.84;3.66;4.5;3.5;1.0;0.0;0.0;0.0;1.0;0.0;0
29;82;240;7;6.7;2.0;1.1;0.9;0.0;1.3;0.4;0.45;0.24;0.22;4.12;4.49;3.78;2.71;2.0;0.71;0.0;0.0;0.0;0.29;0.0;0
26;77;179;37;10.4;1.1;0.2;0.9;0.2;0.8;0.7;0.69;0.37;0.32;4.0;4.2;3.78;2.59;1.59;1.0;0.0;0.0;0.0;0.46;0.0;1
22;80;235;25;5.6;1.4;0.5;0.8;0.2;0.5;0.4;0.41;0.21;0.19;4.3;4.6;4.1;2.24;1.68;0.56;0.0;0.0;0.0;0.36;0.0;1
35;75;200;41;13.1;1.8;0.4;1.4;0.0;0.9;0.4;0.95;0.52;0.43;4.37;4.74;3.99;2.46;1.07;1.39;0.0;0.0;0.0;1.0;0.05;1
25;79;230;2;15.4;4.5;2.0;2.5;1.5;0.0;0.5;1.19;0.62;0.57;4.67;4.84;4.14;8.5;6.0;2.5;0.0;0.0;0.0;0.5;0.0;1
30;82;240;22;17.3;3.4;1.0;2.3;0.2;1.4;0.5;1.2;0.69;0.51;4.15;4.49;3.76;4.86;3.64;1.23;0.0;0.0;0.0;1.09;0.0;0
23;78;200;53;30.5;3.2;0.7;2.5;0.7;2.5;1.7;2.17;1.18;0.99;4.27;4.53;4.0;7.51;5.02;2.49;0.0;0.0;0.0;2.45;0.0;1
27;76;205;67;32.7;3.9;0.7;3.3;0.7;2.0;2.1;2.35;1.28;1.08;4.33;4.95;3.78;7.58;3.6;3.99;0.0;0.0;0.0;3.19;0.04;0
21;81;230;62;13.6;3.0;0.7;2.3;0.2;1.0;1.0;1.02;0.54;0.48;4.47;4.84;4.12;4.74;3.08;1.66;0.0;0.0;0.0;0.68;0.0;0
22;81;250;74;28.8;8.6;2.0;6.6;0.5;3.4;2.6;1.96;1.08;0.88;4.09;4.49;3.68;9.43;6.59;2.84;0.0;0.0;0.0;1.34;0.0;0
23;78;228;75;16.4;3.3;0.9;2.3;0.3;1.5;1.3;1.19;0.66;0.53;4.34;4.68;3.97;3.75;2.28;1.47;0.0;0.0;0.0;1.0;0.07;1
27;84;255;64;18.4;4.1;1.1;3.0;0.7;1.4;0.9;1.4;0.75;0.64;4.59;5.07;4.13;9.81;7.97;1.84;0.0;0.0;0.0;0.92;0.03;1
27;82;225;3;10.4;1.7;0.7;1.0;0.0;0.7;0.0;0.72;0.41;0.31;4.21;4.59;3.45;4.67;3.0;1.67;0.0;0.0;0.0;0.33;0.0;0
28;78;185;82;20.0;2.7;0.3;2.4;0.4;1.3;0.8;1.46;0.79;0.68;4.4;4.78;4.04;5.15;2.94;2.21;0.0;0.0;0.0;1.51;0.02;1
21;79;225;18;34.7;5.2;1.3;3.9;0.3;2.9;2.2;2.43;1.32;1.11;4.22;4.52;3.89;9.39;6.5;2.89;0.0;0.0;0.0;2.33;0.0;0
22;84;280;65;21.4;7.2;2.4;4.8;1.1;2.5;2.8;1.49;0.81;0.68;4.16;4.45;3.86;8.92;7.89;1.03;0.0;0.0;0.0;1.94;0.0;1
24;78;205;49;10.3;1.7;0.3;1.4;0.4;1.0;0.5;0.72;0.37;0.35;4.16;4.37;3.97;2.49;1.45;1.04;0.0;0.0;0.0;0.53;0.0;1
21;84;244;82;37.0;12.3;3.6;8.7;1.3;2.9;4.7;2.53;1.35;1.18;4.11;4.28;3.94;13.34;10.13;3.21;0.0;0.0;0.0;1.15;0.0;0
26;79;230;74;33.4;5.8;1.1;4.7;0.7;1.6;5.4;2.46;1.38;1.08;4.43;4.86;3.97;6.69;4.3;2.39;0.0;0.0;0.0;3.39;0.0;1
22;69;176;42;9.2;1.0;0.1;0.9;0.2;0.9;0.8;0.69;0.36;0.33;4.52;4.79;4.25;2.14;1.02;1.12;0.0;0.0;0.0;0.79;0.0;1
26;84;238;75;20.5;4.8;1.0;3.8;0.4;2.8;1.8;1.44;0.78;0.66;4.22;4.55;3.88;8.52;5.79;2.73;0.0;0.0;0.0;1.33;0.19;1
21;79;205;79;20.3;3.3;0.8;2.5;0.2;2.5;1.2;1.43;0.73;0.7;4.23;4.37;4.1;4.62;2.44;2.18;0.0;0.0;0.0;2.48;0.08;0
27;73;184;79;34.7;3.9;0.6;3.3;0.3;1.5;4.2;2.39;1.33;1.06;4.14;4.59;3.69;7.39;3.68;3.71;0.0;0.0;0.0;2.19;0.35;0
27;80;228;61;21.2;7.6;3.0;4.6;0.7;2.0;2.6;1.52;0.81;0.7;4.28;4.55;4.01;6.57;4.92;1.66;0.0;0.0;0.0;1.26;0.33;0
27;77;201;73;26.9;3.2;0.6;2.5;0.7;2.3;2.0;1.94;1.0;0.93;4.34;4.62;4.07;6.19;3.7;2.49;0.0;0.0;0.0;2.7;0.1;1
24;77;205;76;33.3;3.3;0.7;2.5;0.2;1.6;1.8;2.37;1.26;1.1;4.27;4.62;3.95;4.51;2.38;2.13;0.0;0.0;0.0;2.28;0.07;1
28;81;240;62;33.4;8.3;0.6;7.6;1.6;1.9;4.6;2.25;1.17;1.08;4.05;4.55;3.62;9.66;6.24;3.42;0.0;0.0;0.0;2.19;0.05;1
28;82;251;60;31.4;11.1;2.5;8.6;0.4;2.1;4.0;2.15;1.13;1.02;4.1;4.27;3.93;7.87;5.37;2.5;0.0;0.0;0.0;1.57;0.12;1
27;82;278;49;11.4;2.9;0.8;2.1;0.4;1.3;0.4;0.79;0.42;0.38;4.22;4.39;4.06;4.61;3.2;1.41;0.0;0.0;0.0;0.37;0.0;1
21;81;220;53;8.4;2.3;0.8;1.5;0.3;1.2;0.6;0.61;0.33;0.28;4.35;4.53;4.14;4.15;2.87;1.28;0.0;0.0;0.0;0.36;0.04;1
25;80;234;29;30.7;4.2;0.4;3.9;0.2;2.7;2.6;2.05;1.07;0.98;4.03;4.24;3.83;6.34;2.69;3.66;0.0;0.0;0.0;3.03;0.24;1
27;79;215;78;34.0;3.7;0.6;3.0;0.5;1.8;2.0;2.46;1.3;1.16;4.36;4.95;3.85;7.13;4.45;2.68;0.0;0.0;0.0;1.45;0.0;0
28;84;265;71;20.0;5.7;1.7;4.0;0.7;2.4;0.9;1.43;0.76;0.66;4.29;4.42;4.16;7.73;6.48;1.25;0.0;0.0;0.0;1.08;0.0;0
23;76;205;78;17.1;2.1;0.3;1.8;0.5;2.3;0.8;1.27;0.67;0.6;4.47;4.67;4.27;4.13;2.5;1.63;0.0;0.0;0.0;2.19;0.0;0
32;81;235;56;12.3;3.7;1.1;2.6;0.4;1.2;1.4;0.88;0.47;0.4;4.28;4.57;4.0;4.13;3.46;0.66;0.0;0.0;0.0;0.61;0.0;1
21;87;240;66;32.8;7.2;1.7;5.5;2.0;3.7;3.3;2.24;1.21;1.03;4.11;4.43;3.79;15.41;11.36;4.05;0.0;0.0;0.0;1.47;0.0;1
23;81;230;72;14.2;2.9;0.5;2.4;0.4;0.9;0.8;1.02;0.56;0.46;4.34;4.75;3.92;3.1;1.93;1.17;0.0;0.0;0.0;1.26;0.01;0
36;79;212;67;26.2;2.8;0.1;2.7;0.3;1.6;0.8;1.86;0.98;0.87;4.27;4.59;3.97;5.61;3.43;2.18;0.0;0.0;0.0;1.13;0.16;0
31;72;205;60;37.4;4.8;0.8;4.0;0.3;2.8;5.0;2.49;1.35;1.14;4.01;4.33;3.69;5.9;3.07;2.83;0.0;0.0;0.0;3.72;0.25;1
27;82;250;79;15.6;5.6;2.0;3.6;1.3;2.2;1.2;1.06;0.57;0.48;4.08;4.3;3.85;7.1;5.85;1.25;0.0;0.0;0.0;0.84;0.01;1
29;80;228;32;12.0;1.5;0.3;1.3;0.2;0.9;0.4;0.88;0.46;0.42;4.4;4.81;4.0;3.06;1.94;1.13;0.0;0.0;0.0;0.53;0.06;1
24;82;240;14;3.1;0.7;0.3;0.4;0.1;0.3;0.1;0.22;0.12;0.1;4.26;4.37;4.14;1.14;0.79;0.36;0.0;0.0;0.0;0.21;0.0;1
25;75;193;72;35.1;3.2;0.7;2.5;0.3;2.2;3.4;2.35;1.28;1.08;4.03;4.34;3.72;5.04;2.92;2.13;0.0;0.0;0.0;2.56;0.04;1
31;83;260;72;32.4;7.3;2.4;4.9;1.2;2.2;3.3;2.18;1.16;1.02;4.05;4.16;3.93;11.36;8.93;2.43;0.0;0.0;0.0;1.31;0.0;1
