Age;Inches;Weight;GP;MIN;REB;OREB;DREB;BLK;PF;PFD;DIST_MILES;DIST_MILES_OFF;DIST_MILES_DEF;AVG_SPEED;AVG_SPEED_OFF;AVG_SPEED_DEF;CONTESTED_SHOTS;CONTESTED_SHOTS_2PT;CONTESTED_SHOTS_3PT;BOX_OUTS;OFF_BOXOUTS;DEF_BOXOUTS;DEFLECTIONS;CHARGES_DRAWN;target
25;78;222;3;11.9;2.3;0.7;1.7;0.0;1.7;0.7;1.01;0.59;0.42;4.73;5.33;4.37;2.33;1.0;1.33;3.33;0.0;3.33;1.0;0.0;0
29;80;225;9;29.6;4.0;0.3;3.7;0.3;1.8;1.8;2.28;1.26;1.02;4.32;4.76;3.89;7.11;3.44;3.67;2.56;0.22;2.33;1.11;0.0;1
23;77;198;2;7.0;0.5;0.0;0.5;0.0;0.0;2.0;0.57;0.33;0.24;4.23;5.46;3.79;2.5;1.0;1.5;0.0;0.0;0.0;0.5;0.0;0
29;83;265;10;9.0;3.1;1.4;1.7;0.3;1.1;0.5;0.67;0.37;0.31;4.18;4.24;4.25;4.2;3.8;0.4;1.4;0.4;1.0;0.5;0.0;1
23;80;260;4;3.5;0.5;0.3;0.3;0.3;0.8;1.0;0.27;0.13;0.14;4.25;4.14;3.62;0.5;0.5;0.0;0.25;0.25;0.0;0.25;0.0;1
29;77;215;8;13.7;1.5;0.1;1.4;0.0;1.3;0.5;1.04;0.57;0.47;4.2;4.23;4.05;2.25;1.25;1.0;1.75;0.0;1.75;0.5;0.0;1
21;84;249;2;1.1;0.5;0.5;0.0;0.0;0.5;0.0;0.1;0.05;0.05;4.5;4.02;5.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
30;72;175;4;20.2;2.8;0.3;2.5;0.3;2.0;0.8;1.73;1.04;0.69;4.76;5.57;4.03;3.25;2.5;0.75;0.5;0.0;0.5;1.0;0.0;1
22;85;240;4;9.7;5.5;2.8;2.8;0.5;1.3;0.8;0.73;0.4;0.32;4.26;4.56;3.94;4.25;3.5;0.75;0.5;0.0;0.5;0.25;0.0;1
35;76;200;12;31.3;1.5;0.2;1.3;0.3;2.7;1.7;2.45;1.36;1.09;4.37;4.77;3.95;3.17;1.5;1.67;1.25;0.0;1.25;0.5;0.0;1
29;81;227;6;23.5;5.3;1.0;4.3;0.0;3.7;1.7;1.8;0.98;0.82;4.21;4.45;3.97;5.83;3.67;2.17;3.0;0.67;2.33;0.5;0.0;1
22;78;210;7;2.5;0.1;0.0;0.1;0.0;0.1;0.1;0.2;0.11;0.09;4.5;4.4;3.95;0.29;0.29;0.0;0.29;0.0;0.29;0.0;0.0;1
28;78;235;5;26.0;5.8;0.8;5.0;0.0;1.4;2.4;1.84;1.06;0.78;4.01;4.44;3.54;4.4;1.0;3.4;0.4;0.0;0.4;1.8;0.0;1
25;81;215;6;3.4;0.7;0.2;0.5;0.0;0.5;0.3;0.27;0.15;0.12;4.32;4.46;4.14;0.5;0.33;0.17;0.17;0.0;0.17;0.17;0.0;1
23;84;230;7;25.3;7.7;3.6;4.1;0.7;3.7;1.6;1.96;1.04;0.92;4.37;4.64;4.1;16.29;12.43;3.86;4.14;0.29;3.86;0.86;0.14;0
22;76;207;14;36.3;4.4;1.4;3.0;0.1;1.7;3.4;2.72;1.54;1.19;4.23;4.73;3.71;8.07;4.57;3.5;0.64;0.0;0.64;2.0;0.07;1
28;79;210;11;21.1;3.8;1.5;2.4;0.3;2.8;1.7;1.64;0.88;0.76;4.3;4.39;4.2;2.73;1.09;1.64;0.91;0.27;0.64;0.73;0.36;1
29;77;220;11;38.6;6.8;0.8;6.0;0.9;3.7;6.1;2.43;1.32;1.11;3.55;3.77;3.32;7.91;5.09;2.82;2.36;0.27;2.09;3.0;0.09;1
33;79;237;4;20.6;0.5;0.0;0.5;0.3;2.5;1.5;1.47;0.83;0.64;4.0;4.47;3.54;7.75;6.0;1.75;6.5;0.0;6.5;2.25;0.0;1
25;82;239;3;6.1;0.7;0.3;0.3;0.3;0.3;0.7;0.49;0.26;0.23;4.61;4.98;4.24;2.33;0.33;2.0;0.0;0.0;0.0;0.0;0.0;0
20;81;214;3;1.6;0.3;0.0;0.3;0.3;0.0;0.0;0.12;0.05;0.06;4.34;5.1;3.78;1.33;1.0;0.33;0.0;0.0;0.0;0.0;0.0;1
21;83;237;5;22.0;6.8;3.0;3.8;0.6;2.6;3.8;1.63;0.9;0.73;4.18;4.59;3.77;16.2;14.4;1.8;5.6;0.4;5.2;1.0;0.0;0
22;79;220;9;30.4;5.8;0.7;5.1;0.2;3.3;2.4;2.3;1.21;1.09;4.26;4.43;4.09;6.56;3.11;3.44;2.67;0.44;2.22;1.67;0.0;1
21;80;208;9;32.8;6.7;0.8;5.9;0.8;2.3;3.1;2.37;1.29;1.07;4.05;4.38;3.72;5.89;3.22;2.67;0.89;0.0;0.89;2.11;0.0;1
25;81;220;5;35.2;5.4;1.2;4.2;2.0;2.6;3.0;2.63;1.41;1.22;4.22;5.04;3.55;14.2;10.8;3.4;9.2;0.2;9.0;1.4;0.2;0
30;75;200;8;3.4;0.4;0.0;0.4;0.0;0.3;0.3;0.26;0.15;0.11;4.35;4.52;4.15;1.25;0.38;0.88;0.25;0.0;0.25;0.13;0.0;0
26;76;205;3;4.7;1.3;0.0;1.3;0.0;0.3;1.0;0.34;0.19;0.15;3.99;4.73;3.23;1.33;0.67;0.67;0.0;0.0;0.0;0.0;0.0;0
22;77;190;5;9.2;1.2;0.4;0.8;0.0;0.8;0.6;0.74;0.38;0.36;4.47;5.02;4.01;2.0;1.2;0.8;0.6;0.0;0.6;0.6;0.0;0
29;80;232;12;35.1;6.0;1.8;4.2;0.6;1.7;4.6;2.66;1.44;1.22;4.24;4.51;3.96;5.42;2.92;2.5;1.83;0.25;1.58;2.58;0.0;1
31;76;210;14;4.8;0.6;0.0;0.6;0.1;0.5;0.1;0.38;0.21;0.17;4.38;4.59;4.14;1.14;0.36;0.79;0.21;0.0;0.21;0.43;0.0;1
27;78;218;5;29.9;4.2;1.2;3.0;0.0;2.4;1.6;2.43;1.36;1.06;4.53;5.07;3.98;6.6;5.0;1.6;4.4;0.0;4.4;0.8;0.0;1
31;80;226;5;30.1;4.8;0.6;4.2;0.0;2.8;0.8;2.23;1.23;1.0;4.15;4.58;3.73;4.8;1.4;3.4;2.6;0.0;2.6;2.8;0.0;0
25;84;250;11;30.4;10.5;1.9;8.5;2.3;3.1;6.2;2.08;1.13;0.96;3.82;4.09;3.54;12.45;10.09;2.36;4.82;0.73;4.09;1.0;0.0;1
30;82;228;1;4.9;0.0;0.0;0.0;0.0;1.0;1.0;0.43;0.2;0.23;4.53;5.76;3.72;3.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1
23;82;220;10;7.9;1.4;0.4;1.0;0.1;1.2;0.4;0.61;0.35;0.26;4.23;4.52;3.88;2.0;1.3;0.7;0.9;0.0;0.9;0.1;0.0;1
32;82;231;16;7.6;2.1;0.9;1.2;0.1;0.6;0.3;0.58;0.31;0.26;4.25;4.67;3.85;1.56;1.06;0.5;0.31;0.0;0.31;0.13;0.0;0
21;82;210;5;27.3;6.2;2.0;4.2;1.0;1.8;2.0;2.16;1.21;0.96;4.43;4.89;3.96;8.4;7.0;1.4;3.2;0.6;2.6;2.4;0.0;1
29;78;195;7;7.4;1.3;0.3;1.0;0.0;0.3;0.3;0.57;0.32;0.24;4.2;4.3;4.08;0.57;0.0;0.57;0.29;0.0;0.29;0.14;0.0;1
24;81;224;15;7.0;1.3;0.5;0.8;0.5;0.9;0.3;0.52;0.27;0.26;4.16;4.5;3.86;3.53;2.07;1.47;0.73;0.0;0.73;0.53;0.0;1
37;75;200;3;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.13;0.12;3.98;5.68;3.79;1.0;0.67;0.33;0.0;0.0;0.0;0.0;0.0;1
23;81;230;5;2.9;0.6;0.0;0.6;0.0;0.4;0.0;0.23;0.12;0.11;3.78;3.96;4.29;0.8;0.2;0.6;0.2;0.0;0.2;0.2;0.0;1
28;79;230;24;39.1;9.1;2.3;6.8;0.7;2.3;7.5;2.89;1.6;1.29;4.11;4.45;3.77;8.21;5.0;3.21;3.63;0.33;3.29;3.0;0.0;1
29;80;220;6;9.4;3.5;0.5;3.0;0.0;1.0;0.8;0.73;0.38;0.35;4.33;4.6;4.07;1.67;1.5;0.17;2.83;0.17;2.67;0.67;0.17;1
30;81;240;12;36.8;4.9;0.1;4.8;1.0;3.2;8.2;2.45;1.31;1.15;3.72;4.19;3.3;8.0;4.17;3.83;1.75;0.0;1.75;1.58;0.25;1
23;81;220;21;20.5;4.5;2.0;2.5;0.5;2.4;1.1;1.55;0.77;0.78;4.19;4.5;3.92;10.05;6.1;3.95;4.1;0.48;3.62;1.05;0.05;1
26;81;233;5;18.3;6.2;1.8;4.4;1.0;1.6;1.8;1.34;0.71;0.63;4.11;4.36;3.75;6.6;5.2;1.4;5.2;1.4;3.8;0.4;0.0;0
27;80;222;15;34.3;6.3;0.6;5.7;0.0;2.9;3.0;2.56;1.31;1.25;4.21;4.5;3.95;6.2;3.07;3.13;1.53;0.13;1.4;1.4;0.07;0
23;75;210;3;5.0;0.7;0.0;0.7;0.0;0.0;0.7;0.38;0.2;0.18;4.07;5.22;3.21;0.67;0.67;0.0;0.33;0.0;0.33;1.0;0.0;0
29;79;215;21;39.0;4.1;0.6;3.5;0.7;2.8;1.7;2.87;1.55;1.32;4.13;4.71;3.61;7.24;4.33;2.9;1.48;0.05;1.43;2.48;0.0;1
38;79;212;4;7.4;1.3;0.3;1.0;0.0;1.5;0.5;0.59;0.32;0.27;4.27;4.6;4.3;1.75;0.5;1.25;0.0;0.0;0.0;0.5;0.25;1
33;73;196;24;37.5;4.9;0.9;4.0;0.3;4.0;4.8;2.61;1.43;1.18;3.9;4.18;3.6;5.58;2.88;2.71;3.17;0.13;3.04;2.71;0.67;1
29;82;250;1;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.09;0.05;0.04;3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
27;75;193;9;36.7;4.3;0.6;3.8;0.4;2.9;4.2;2.66;1.51;1.15;4.07;4.65;3.53;4.67;2.0;2.67;1.44;0.0;1.44;2.11;0.33;1
33;83;260;7;34.9;9.6;2.7;6.9;1.0;3.0;3.9;2.51;1.32;1.18;4.03;4.31;3.79;16.29;13.14;3.14;7.43;0.57;6.86;0.71;0.0;1
22;77;188;6;29.0;2.0;0.2;1.8;0.0;2.5;1.7;2.34;1.35;0.99;4.44;4.86;4.04;6.33;3.83;2.5;1.33;0.0;1.33;1.0;0.0;0
27;74;200;4;27.5;3.8;0.5;3.3;1.0;2.5;0.5;2.2;1.18;1.02;4.44;4.63;4.25;6.5;4.5;2.0;0.75;0.0;0.75;0.75;0.25;0
20;77;205;6;3.5;0.3;0.0;0.3;0.0;0.0;0.3;0.25;0.13;0.12;3.97;4.79;3.31;0.5;0.0;0.5;0.17;0.0;0.17;0.17;0.0;1
32;73;175;6;29.4;2.8;1.0;1.8;0.2;2.3;5.0;2.18;1.25;0.92;4.06;4.51;3.51;4.17;1.83;2.33;1.0;0.0;1.0;2.33;0.17;1
23;77;206;4;33.2;4.0;0.0;4.0;0.3;1.5;1.8;2.53;1.47;1.06;4.25;4.72;3.73;4.25;1.5;2.75;2.75;0.0;2.75;0.75;0.0;1
26;77;229;7;28.3;4.9;0.9;4.0;0.1;2.3;1.3;2.1;1.09;1.0;4.13;4.59;3.72;6.14;3.0;3.14;1.14;0.14;1.0;1.0;0.0;1
26;79;210;10;2.8;0.5;0.0;0.5;0.1;0.3;0.2;0.24;0.13;0.1;4.73;4.85;4.17;0.9;0.5;0.4;0.6;0.0;0.6;0.1;0.0;1
22;77;195;14;20.1;3.4;0.8;2.6;0.1;1.4;1.6;1.51;0.82;0.69;4.18;4.54;3.82;3.43;1.71;1.71;0.43;0.07;0.36;0.86;0.0;0
34;85;255;24;30.6;6.4;0.7;5.8;1.1;3.5;2.2;1.97;1.04;0.93;3.6;3.67;3.53;9.42;6.46;2.96;4.96;0.29;4.67;2.13;0.17;1
33;77;210;7;18.8;1.9;0.0;1.9;0.3;1.0;1.1;1.49;0.84;0.65;4.47;5.06;3.89;2.43;1.57;0.86;0.43;0.0;0.43;0.14;0.0;1
29;81;235;9;28.3;8.1;1.3;6.8;0.6;2.4;2.6;2.05;1.11;0.94;4.11;4.5;3.73;7.22;3.89;3.33;5.33;0.56;4.78;1.11;0.22;1
25;76;220;2;16.2;2.0;2.0;0.0;0.0;1.5;2.5;1.26;0.62;0.64;4.33;4.43;4.23;5.5;4.5;1.0;1.0;0.0;1.0;1.0;0.0;1
29;82;245;5;11.8;2.6;0.8;1.8;0.6;1.8;1.4;0.82;0.43;0.4;3.85;4.36;3.43;4.2;3.0;1.2;1.2;0.0;1.2;0.2;0.0;1
29;83;235;14;15.6;4.4;1.9;2.6;0.7;2.8;1.5;1.18;0.63;0.55;4.22;4.55;3.94;4.79;4.0;0.79;3.21;0.71;2.5;0.93;0.07;1
26;81;220;16;24.2;4.9;1.8;3.1;1.0;3.5;1.9;1.79;0.95;0.84;4.17;4.17;4.17;6.06;4.25;1.81;2.44;0.38;2.06;2.56;0.0;1
22;78;200;3;4.9;1.3;0.3;1.0;0.0;0.0;0.3;0.4;0.22;0.18;4.62;5.41;3.83;1.0;0.0;1.0;0.0;0.0;0.0;0.67;0.0;1
27;85;255;11;15.5;3.6;0.5;3.1;0.1;2.5;1.3;1.05;0.56;0.49;3.82;3.76;3.9;5.18;3.73;1.45;4.18;0.64;3.55;0.64;0.09;0
27;78;190;5;18.5;4.0;0.4;3.6;0.0;2.4;2.4;1.41;0.76;0.66;4.31;4.7;3.93;5.0;1.6;3.4;1.0;0.0;1.0;1.4;0.2;1
30;80;237;10;19.3;3.4;0.4;3.0;0.0;2.2;0.3;1.49;0.79;0.7;4.27;4.5;4.05;4.4;2.0;2.4;4.8;0.1;4.7;0.5;0.0;1
24;75;175;14;16.0;1.4;0.2;1.1;0.1;1.1;0.7;1.25;0.69;0.56;4.36;4.8;3.96;1.93;0.93;1.0;0.29;0.0;0.29;0.57;0.07;1
25;80;240;6;26.3;5.5;2.0;3.5;0.7;3.2;3.7;1.86;1.02;0.85;3.87;4.12;3.61;7.83;5.83;2.0;10.0;0.33;9.67;0.5;0.17;0
23;83;250;4;31.5;6.3;1.0;5.3;1.8;3.5;2.5;2.3;1.25;1.05;4.09;4.38;3.8;10.75;7.0;3.75;3.5;0.25;3.25;0.75;0.0;1
36;83;250;7;7.5;2.0;1.3;0.7;0.3;1.0;0.9;0.56;0.3;0.26;4.11;4.16;4.05;1.71;1.0;0.71;2.14;0.14;2.0;0.86;0.14;1
25;83;220;5;12.1;3.8;2.2;1.6;0.6;1.8;0.8;0.93;0.47;0.45;4.2;4.81;3.86;6.2;5.4;0.8;2.4;0.4;2.0;0.6;0.0;1
24;84;250;14;39.7;13.0;3.9;9.1;0.9;3.9;5.7;2.74;1.5;1.24;3.87;4.2;3.54;12.57;10.43;2.14;9.21;1.0;8.21;2.21;0.0;0
28;82;250;14;21.3;4.3;1.2;3.1;0.2;1.8;1.5;1.64;0.88;0.77;4.32;4.6;4.04;4.71;2.29;2.43;2.29;0.36;1.93;1.14;0.0;1
28;84;260;5;29.5;8.0;1.8;6.2;1.0;2.4;3.2;2.06;1.11;0.95;3.91;4.17;3.65;8.0;6.6;1.4;3.6;1.2;2.4;1.0;0.0;0
26;76;215;23;15.9;2.2;0.2;2.0;0.0;1.3;0.8;1.22;0.67;0.55;4.27;4.55;3.94;3.04;1.35;1.7;0.91;0.0;0.91;0.7;0.0;1
34;78;245;11;38.7;7.5;1.7;5.7;0.7;3.2;2.6;2.72;1.37;1.34;3.96;3.94;3.98;9.73;4.36;5.36;7.18;0.64;6.55;2.27;0.36;0
25;81;230;24;37.1;7.1;1.7;5.5;0.7;2.8;2.5;2.85;1.55;1.31;4.29;4.57;3.99;11.58;5.88;5.71;5.33;0.33;5.0;1.29;0.0;0
26;76;209;15;21.6;6.2;0.7;5.5;0.9;0.9;0.5;1.69;0.88;0.81;4.37;4.62;4.16;6.33;3.33;3.0;0.53;0.0;0.53;0.6;0.0;0
30;73;185;6;32.4;8.0;1.3;6.7;1.0;3.5;3.3;2.53;1.46;1.07;4.32;4.69;3.89;5.5;3.67;1.83;1.83;0.0;1.83;2.33;0.5;0
23;79;185;11;4.4;0.3;0.2;0.1;0.0;0.4;0.1;0.34;0.18;0.16;4.22;4.34;4.11;0.73;0.36;0.36;0.73;0.0;0.73;0.27;0.0;1
30;72;180;7;21.8;2.1;0.1;2.0;0.1;1.3;1.6;1.71;0.94;0.77;4.42;4.83;4.01;2.43;1.14;1.29;0.29;0.0;0.29;1.71;0.14;0
29;81;220;5;40.8;8.6;1.2;7.4;0.2;4.2;7.8;2.87;1.47;1.4;3.96;4.47;3.49;9.8;4.8;5.0;2.4;0.2;2.2;3.2;1.0;0
34;80;246;14;33.5;6.7;1.7;5.0;1.1;3.4;4.6;2.37;1.26;1.12;3.99;4.23;3.74;9.5;6.93;2.57;4.5;0.79;3.64;2.43;0.14;1
31;79;230;5;2.4;0.2;0.0;0.2;0.0;0.4;0.0;0.15;0.07;0.08;3.61;4.13;3.2;0.8;0.0;0.8;0.0;0.0;0.0;0.2;0.0;0
26;74;179;17;11.4;1.1;0.1;0.9;0.1;0.8;0.2;0.93;0.5;0.43;4.55;4.9;4.19;1.65;0.82;0.82;0.53;0.06;0.47;0.18;0.0;1
27;73;179;3;6.5;1.0;0.0;1.0;0.0;0.7;0.0;0.54;0.3;0.24;4.49;4.94;4.02;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1
35;73;205;5;11.4;0.6;0.0;0.6;0.2;1.4;0.6;0.8;0.39;0.41;3.9;4.15;3.86;2.6;1.6;1.0;0.4;0.0;0.4;0.8;0.0;0
29;75;208;4;26.9;3.3;1.3;2.0;0.0;3.0;3.0;2.14;1.23;0.9;4.41;4.79;3.99;5.0;2.25;2.75;1.5;0.0;1.5;1.75;0.25;0
28;76;190;5;33.5;3.2;0.6;2.6;0.2;2.8;4.0;2.43;1.39;1.04;4.11;4.7;3.51;5.8;1.2;4.6;0.2;0.0;0.2;2.6;0.0;1
21;82;240;3;4.2;2.3;0.3;2.0;0.0;0.3;0.7;0.31;0.16;0.15;3.85;4.44;4.14;2.33;0.67;1.67;0.67;0.0;0.67;0.33;0.0;1
21;81;210;4;17.1;5.0;1.5;3.5;0.0;2.5;1.8;1.42;0.82;0.61;4.62;5.35;3.89;3.75;2.75;1.0;2.5;0.0;2.5;0.75;0.0;1
26;80;206;16;23.3;2.3;0.6;1.7;0.2;1.8;2.0;1.7;0.92;0.79;4.08;4.23;3.92;3.63;2.25;1.38;2.06;0.06;2.0;0.56;0.06;1
24;79;217;4;15.6;3.0;0.8;2.3;1.3;1.8;4.0;1.23;0.65;0.58;4.32;5.25;3.6;8.25;7.0;1.25;3.0;0.0;3.0;1.5;0.0;1
26;78;226;5;27.4;4.6;0.4;4.2;0.4;3.0;1.2;2.1;1.15;0.95;4.29;4.49;4.0;5.4;0.8;4.6;1.0;0.0;1.0;0.6;0.0;0
32;80;230;7;25.5;7.1;1.9;5.3;0.7;1.9;2.3;1.84;1.0;0.83;4.03;4.41;3.59;7.86;5.71;2.14;6.0;0.43;5.57;1.0;0.0;0
27;85;245;5;30.4;10.2;4.6;5.6;2.6;3.2;3.8;2.25;1.24;1.01;4.19;4.52;3.78;10.6;8.8;1.8;9.8;1.8;8.0;0.6;0.0;0
30;75;200;5;39.4;9.0;1.4;7.6;0.6;3.8;3.8;2.69;1.44;1.25;3.82;4.63;3.24;6.0;4.0;2.0;0.8;0.2;0.6;1.6;0.0;1
24;79;241;6;5.8;0.3;0.2;0.2;0.0;0.8;0.3;0.46;0.24;0.21;4.31;4.91;4.05;1.17;0.67;0.5;1.17;0.0;1.17;0.0;0.17;0
29;82;235;24;20.8;6.0;1.5;4.5;1.0;3.3;1.4;1.51;0.79;0.71;4.03;4.19;3.84;9.04;6.29;2.75;5.92;0.79;5.13;0.71;0.0;1
28;74;185;16;20.4;1.6;0.3;1.3;0.3;1.7;0.8;1.47;0.79;0.68;4.02;4.18;3.81;3.5;1.56;1.94;0.38;0.0;0.38;1.38;0.06;1
27;73;180;3;9.4;2.3;0.7;1.7;0.0;0.3;1.7;0.74;0.37;0.37;4.27;5.08;3.68;1.0;1.0;0.0;0.0;0.0;0.0;0.33;0.0;1
20;78;181;6;28.8;2.7;0.7;2.0;0.8;2.8;2.8;2.28;1.27;1.01;4.41;4.69;4.11;7.17;4.33;2.83;1.0;0.0;1.0;2.33;0.0;0
33;79;192;22;14.6;1.4;0.5;0.9;0.2;1.6;1.0;1.08;0.56;0.52;4.14;4.46;3.82;3.27;1.32;1.95;0.23;0.0;0.23;0.27;0.0;1
24;77;215;4;2.9;1.0;0.0;1.0;0.0;0.5;0.0;0.22;0.11;0.12;4.33;4.87;3.96;0.25;0.25;0.0;0.5;0.0;0.5;0.25;0.0;0
23;83;235;3;3.5;0.0;0.0;0.0;0.0;0.3;0.3;0.26;0.14;0.12;4.09;3.84;4.37;1.67;0.67;1.0;0.0;0.0;0.0;0.0;0.0;1
26;78;210;5;26.3;2.6;0.8;1.8;0.0;2.0;2.2;1.99;1.09;0.9;4.17;4.56;3.79;5.0;2.0;3.0;1.0;0.0;1.0;0.8;0.0;1
31;75;190;22;38.4;6.0;0.8;5.2;0.2;3.1;5.5;2.85;1.53;1.32;4.13;4.8;3.55;5.36;2.05;3.32;1.05;0.14;0.91;1.82;0.14;1
24;78;232;11;14.7;2.7;0.4;2.4;0.3;1.5;0.7;1.15;0.58;0.57;4.39;4.59;4.21;1.82;0.91;0.91;0.55;0.0;0.55;1.09;0.0;1
25;84;265;5;31.8;7.2;2.4;4.8;1.0;2.6;3.2;2.32;1.14;1.18;4.12;4.56;3.76;15.4;11.0;4.4;8.2;0.4;7.8;1.2;0.0;1
22;82;225;1;9.8;3.0;1.0;2.0;0.0;0.0;1.0;0.76;0.36;0.4;4.58;4.95;4.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
27;74;190;9;8.3;0.7;0.1;0.6;0.1;0.4;0.1;0.72;0.41;0.31;4.72;5.16;4.38;1.78;0.89;0.89;0.22;0.0;0.22;0.56;0.0;0
21;79;190;5;25.6;2.4;0.4;2.0;0.0;3.8;0.0;1.93;0.89;1.04;4.27;4.48;4.1;7.8;4.6;3.2;2.2;0.0;2.2;0.8;0.0;1
28;79;206;5;29.2;3.6;0.2;3.4;0.4;2.0;3.0;2.19;1.23;0.97;4.21;4.74;3.62;4.0;1.8;2.2;1.0;0.0;1.0;1.8;0.0;0
25;73;190;9;18.0;4.3;0.4;3.9;0.2;1.7;2.2;1.42;0.74;0.68;4.42;4.72;4.13;2.33;1.11;1.22;0.78;0.11;0.67;0.67;0.11;1
35;79;220;4;10.5;2.0;0.3;1.8;0.0;0.8;0.3;0.77;0.43;0.34;4.12;4.24;3.97;3.25;0.75;2.5;2.25;0.25;2.0;0.75;0.0;1
31;80;221;4;32.6;7.0;2.3;4.8;0.8;2.5;2.0;2.39;1.25;1.14;4.15;4.31;3.98;9.0;6.0;3.0;3.75;1.25;2.5;2.5;0.0;1
23;78;218;3;7.3;1.0;0.0;1.0;0.0;0.0;0.3;0.57;0.26;0.31;4.24;5.17;3.66;1.0;0.33;0.67;0.67;0.0;0.67;0.67;0.0;0
22;85;221;4;17.1;2.3;1.0;1.3;1.0;3.5;2.5;1.46;0.81;0.65;4.74;4.96;4.49;6.5;4.0;2.5;3.5;0.25;3.25;0.5;0.25;1
28;73;170;11;3.6;0.8;0.0;0.8;0.0;0.5;0.4;0.28;0.15;0.13;4.26;4.37;4.14;0.55;0.27;0.27;0.0;0.0;0.0;0.36;0.0;1
26;81;235;12;36.9;9.2;1.0;8.2;0.5;2.5;1.8;2.72;1.52;1.19;4.13;4.54;3.7;8.0;5.25;2.75;3.83;0.08;3.75;1.0;0.0;0
27;79;213;9;3.2;0.3;0.2;0.1;0.1;0.3;0.1;0.25;0.14;0.11;4.41;4.3;4.13;0.89;0.33;0.56;0.22;0.0;0.22;0.22;0.0;0
28;79;215;14;23.6;5.1;1.5;3.6;0.4;2.7;1.0;1.84;0.95;0.89;4.4;4.55;4.25;7.79;5.71;2.07;1.64;0.07;1.57;1.07;0.0;1
25;77;225;5;15.7;2.0;0.4;1.6;0.2;2.0;1.4;1.15;0.62;0.53;4.09;4.6;3.63;3.0;2.4;0.6;3.8;0.0;3.8;0.6;0.2;1
23;82;234;3;2.7;0.3;0.3;0.0;0.0;0.3;0.0;0.17;0.09;0.08;3.29;4.25;2.46;0.33;0.33;0.0;0.67;0.0;0.67;0.0;0.0;0
29;78;220;4;21.0;4.3;0.0;4.3;0.3;2.0;3.0;1.45;0.78;0.67;3.85;4.05;3.65;2.25;0.5;1.75;0.25;0.0;0.25;1.0;0.0;1
25;77;198;2;5.5;0.5;0.0;0.5;0.0;1.0;0.5;0.42;0.21;0.21;4.16;5.28;3.43;3.0;2.5;0.5;0.0;0.0;0.0;0.0;0.0;1
31;77;200;4;32.8;3.8;0.8;3.0;0.0;1.0;1.8;2.56;1.48;1.08;4.35;4.73;3.93;5.0;2.25;2.75;2.0;0.0;2.0;2.0;0.0;0
24;79;195;5;12.0;1.4;0.0;1.4;0.0;0.8;1.0;0.95;0.5;0.45;4.33;4.62;4.04;2.6;1.6;1.0;0.4;0.0;0.4;0.2;0.0;0
32;77;220;4;29.7;2.5;0.0;2.5;0.3;1.5;1.5;2.05;1.06;0.99;3.88;3.98;3.78;2.75;1.25;1.5;1.75;0.25;1.5;1.5;0.0;1
28;78;190;14;23.4;4.8;1.1;3.7;0.6;1.4;1.3;1.74;0.91;0.82;4.12;4.31;3.93;5.07;3.57;1.5;0.43;0.0;0.43;0.57;0.0;1
32;81;225;4;13.1;1.5;0.0;1.5;0.0;1.8;0.8;1.01;0.52;0.49;4.18;4.77;3.87;5.75;3.0;2.75;1.0;0.0;1.0;0.5;0.0;1
21;84;235;16;17.2;3.6;1.1;2.6;1.3;3.4;2.1;1.26;0.69;0.57;4.11;4.38;3.82;8.63;7.44;1.19;5.75;0.13;5.63;0.63;0.0;0
35;83;270;2;10.9;4.5;0.5;4.0;0.0;1.5;1.5;0.82;0.43;0.39;4.14;4.77;4.05;2.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;1
20;76;199;2;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.11;0.09;3.96;4.39;3.6;0.5;0.0;0.5;0.0;0.0;0.0;0.5;0.0;1
24;80;235;62;32.5;7.7;1.7;5.9;0.6;2.0;3.3;2.43;1.34;1.08;4.2;4.65;3.76;5.32;3.37;1.95;1.08;0.23;0.85;1.02;0.02;1
23;72;185;66;24.5;2.4;0.3;2.0;0.2;1.8;1.7;1.83;0.96;0.87;4.2;4.42;3.98;6.24;2.95;3.29;1.03;0.03;1.0;1.68;0.05;0
26;77;225;55;15.8;1.8;0.3;1.6;0.4;1.4;0.9;1.22;0.64;0.58;4.32;4.55;4.09;4.05;2.31;1.75;0.78;0.0;0.78;0.98;0.0;0
21;77;190;11;10.2;0.9;0.6;0.3;0.0;1.5;0.4;0.79;0.41;0.38;4.24;4.44;4.06;1.27;0.36;0.91;0.82;0.27;0.55;0.91;0.0;1
23;77;241;33;11.2;1.4;0.2;1.2;0.1;1.5;0.5;0.82;0.44;0.38;4.19;4.59;3.8;2.48;1.55;0.94;1.15;0.03;1.12;0.45;0.03;0
